customerID,ActualChurn,ChurnLabel,PredictedProb,RiskSegment,tenure_group,tenure,MonthlyCharges,TotalCharges,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No,gender_Female,gender_Male,SeniorCitizen,Partner,Dependents
5168-MSWXT,0,No,0.0024958528,Low,0-12,8,94.75,759.55,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1
1090-ESELR,1,Yes,0.31027907,Medium,48-72,72,105.5,7611.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
8592-PLTMQ,1,Yes,0.029937612,Low,48-72,64,24.7,1642.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
5760-WRAHC,0,No,0.0032109914,Low,12-24,22,69.75,1545.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
8847-GEOOQ,1,Yes,0.24481758,Low,48-72,60,60.2,3582.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
0256-LTHVJ,0,No,0.002233375,Low,24-48,28,81.05,2227.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
4785-FCIFB,1,Yes,0.8321865,Critical,48-72,61,24.4,1417.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0
8313-NDOIA,0,No,0.5169095,High,12-24,24,104.15,2494.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
5149-CUZUJ,1,Yes,0.72806984,High,24-48,28,92.9,2768.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
0942-KOWSM,0,No,0.08053832,Low,24-48,30,80.8,2369.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
4237-CLSMM,0,No,0.70037806,High,0-12,2,20.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0
1452-VOQCH,0,No,0.018518953,Low,0-12,1,75.1,75.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
4719-UMSIY,0,No,0.0009225106,Low,0-12,6,19.65,100.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1
6614-VBEGU,0,No,0.023616437,Low,12-24,24,69.45,1614.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0
0880-TKATG,0,No,0.0027379822,Low,0-12,4,101.15,385.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
3811-VBYBZ,0,No,0.0028404142,Low,0-12,7,99.8,673.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
1480-BKXGA,1,Yes,0.8910265,Critical,48-72,72,116.05,8404.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0
2996-XAUVF,1,Yes,0.6787503,High,48-72,70,40.05,2799.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
9076-AXYIK,0,No,0.3709235,Medium,48-72,64,102.1,6538.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0
5968-XQIVE,1,Yes,0.6284303,High,48-72,72,89.7,6588.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
8896-RAZCR,1,Yes,0.89653975,Critical,24-48,44,19.9,868.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1
4640-UHDOS,1,Yes,0.9257098,Critical,12-24,13,55.95,734.35,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
4933-IKULF,0,No,0.4474544,Medium,12-24,17,20.65,330.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0
3583-EKAPL,1,Yes,0.49951875,Medium,0-12,1,55.0,55.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
1304-BCCFO,1,Yes,0.12855092,Low,0-12,9,70.05,564.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
4104-PVRPS,1,Yes,0.25639164,Medium,12-24,24,53.6,1315.35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
9399-APLBT,1,Yes,0.04459102,Low,0-12,1,74.7,74.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
2359-KMGLI,1,Yes,0.8877325,Critical,12-24,24,80.25,1861.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
3780-DDGSE,0,No,0.0051020104,Low,24-48,35,76.05,2747.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1
4431-EDMIQ,0,No,0.017827576,Low,0-12,7,75.7,554.05,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
0306-JAELE,0,No,0.023013439,Low,0-12,5,96.1,453.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
6227-HWPWX,1,Yes,0.5992785,High,12-24,15,69.0,994.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
0486-LGCCH,0,No,0.09676313,Low,0-12,11,19.65,225.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,1
0447-BEMNG,0,No,0.03352766,Low,24-48,48,45.3,2145.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
4612-SSVHJ,0,No,0.022179699,Low,12-24,20,81.45,1671.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
5168-MQQCA,0,No,0.0025792734,Low,48-72,72,108.5,8003.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
5949-XIKAE,0,No,0.004311139,Low,0-12,8,83.55,680.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
7971-HLVXI,0,No,0.008271892,Low,48-72,72,84.5,6130.85,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
9094-AZPHK,0,No,0.0011858304,Low,12-24,15,100.15,1415.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
3649-JPUGY,1,Yes,0.13693509,Low,48-72,72,88.6,6201.95,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0
8372-JUXUI,1,Yes,0.2520733,Medium,0-12,1,74.35,74.35,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1
3552-CTCYF,0,No,0.39615843,Medium,48-72,63,104.8,6597.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
6778-YSNIH,1,Yes,0.7898261,Critical,0-12,2,59.0,114.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
0388-EOPEX,0,No,0.13808541,Low,0-12,2,74.4,139.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
5756-OZRIO,0,No,0.0777064,Low,48-72,61,64.05,3902.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,0
6579-JPICP,1,Yes,0.55453545,High,0-12,1,20.4,20.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
8205-OTCHB,0,No,0.0017266596,Low,12-24,22,43.75,903.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
4134-BSXLX,0,No,0.1451262,Low,24-48,28,60.9,1785.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
0505-SPOOW,0,No,0.0056841574,Low,48-72,70,19.8,1397.65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
6235-VDHOM,1,Yes,0.902894,Critical,0-12,5,28.45,131.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
7783-YKGDV,1,Yes,0.6751614,High,0-12,12,99.7,1238.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4374-YMUSQ,0,No,0.49599227,Medium,24-48,34,116.25,3899.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0
4513-CXYIX,1,Yes,0.071919635,Low,48-72,71,80.7,5676.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0
3957-HHLMR,0,No,0.0034647866,Low,48-72,70,65.2,4543.15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
7803-XOCCZ,0,No,0.8471045,Critical,48-72,52,84.05,4326.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,1
5736-YEJAX,1,Yes,0.8600947,Critical,48-72,69,79.45,5502.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1
5609-CEBID,1,Yes,0.7007301,High,12-24,20,94.1,1782.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0
8981-FJGLA,0,No,0.4014219,Medium,0-12,11,78.0,851.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1
7218-HKQFK,0,No,0.086122856,Low,0-12,2,94.2,167.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
4636-QRJKY,0,No,0.40082607,Medium,0-12,6,80.5,502.85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
1135-LMECX,0,No,0.090314224,Low,0-12,1,19.85,19.85,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
4332-MUOEZ,0,No,0.10896018,Low,12-24,20,94.3,1818.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1
8535-SFUTN,1,Yes,0.8168385,Critical,48-72,61,106.45,6300.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
5956-VKDTT,0,No,0.11712031,Low,0-12,5,74.35,334.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0
8677-HDZEE,0,No,0.005107811,Low,48-72,56,105.45,5916.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
2475-MROZF,0,No,0.37037498,Medium,24-48,30,95.0,2852.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
9412-GHEEC,0,No,0.0032893254,Low,24-48,40,104.8,4131.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
3482-ABPKK,0,No,0.77017814,Critical,24-48,28,54.3,1546.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
6705-LXORM,0,No,0.6476812,High,0-12,5,70.05,302.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0
0257-ZESQC,0,No,0.002068345,Low,24-48,27,75.2,1929.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0
7531-GQHME,1,Yes,0.029627858,Low,0-12,12,20.05,265.45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
5174-ITUMV,1,Yes,0.6976275,High,48-72,67,105.4,6989.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
4109-CYRBD,0,No,0.020348145,Low,24-48,29,51.6,1442.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0
0913-XWSCN,0,No,0.036979567,Low,48-72,55,85.5,4713.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
6825-UYPFK,0,No,0.22962984,Low,12-24,23,75.6,1758.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
8397-MVTAZ,1,Yes,0.053161956,Low,24-48,34,100.05,3480.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
0750-EBAIU,1,Yes,0.814922,Critical,48-72,52,91.25,4738.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
8606-CIQUL,0,No,0.004589341,Low,48-72,72,115.75,8399.15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1
3571-DPYUH,0,No,0.6938568,High,48-72,58,94.7,5430.35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,1
7601-GNDYK,1,Yes,0.31829146,Medium,24-48,35,19.6,686.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
0356-OBMAC,0,No,0.0033493394,Low,48-72,56,99.9,5706.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0
8067-NIOYM,1,Yes,0.50448644,High,12-24,24,21.1,490.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
1403-GYAFU,0,No,0.42060894,Medium,48-72,70,20.05,1360.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
4234-XTNEA,1,Yes,0.7021751,High,0-12,2,79.95,174.45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
1297-VQDRP,1,Yes,0.17764066,Low,48-72,68,107.15,7379.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1
9282-IZGQK,0,No,0.00832828,Low,0-12,1,85.0,85.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
5348-CAGXB,0,No,0.031963732,Low,0-12,12,89.55,1021.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
0621-HJWXJ,1,Yes,0.755769,Critical,48-72,63,81.55,5029.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
5844-QVTAT,0,No,0.3998564,Medium,24-48,33,58.45,1955.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
8905-IAZPF,0,No,0.0013457264,Low,48-72,69,95.65,6744.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
5394-MEITZ,1,Yes,0.7423502,High,48-72,60,80.6,4946.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
6859-QNXIQ,1,Yes,0.31705862,Medium,48-72,72,113.1,8248.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
2782-LFZVW,0,No,0.06722138,Low,0-12,11,58.95,601.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
2866-IKBTM,0,No,0.06390863,Low,0-12,1,19.55,19.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
1342-JPNKI,0,No,0.001519245,Low,0-12,10,86.05,834.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
2817-NTQDO,0,No,0.060172852,Low,12-24,13,45.55,597.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
7129-AZJDE,0,No,0.36345643,Medium,24-48,34,78.95,2647.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
6986-IJDHX,0,No,0.0367515,Low,24-48,39,86.3,3266.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1
2560-PPCHE,0,No,0.31800118,Medium,48-72,65,105.05,6744.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
4676-MQUEA,1,Yes,0.916554,Critical,48-72,50,101.9,5265.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0
8138-EALND,0,No,0.00707029,Low,12-24,15,19.75,311.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
3580-HYCSP,0,No,0.05442974,Low,48-72,72,110.3,7966.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
1352-HNSAW,0,No,0.6297236,High,48-72,72,115.6,8220.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
2075-PUEPR,1,Yes,0.41112348,Medium,48-72,55,19.35,1153.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
1982-FEBTD,1,Yes,0.6309761,High,12-24,23,25.6,514.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
5301-GAUUY,1,Yes,0.92964405,Critical,24-48,32,80.35,2596.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
5791-KAJFD,0,No,0.22008757,Low,48-72,56,68.75,3808.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
2654-VBVPB,1,Yes,0.07912162,Low,0-12,1,19.9,19.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
1154-HYWWO,0,No,0.009148656,Low,24-48,38,70.6,2708.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
2501-XWWTZ,0,No,0.0048090797,Low,0-12,11,70.2,760.05,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
3716-UVSPD,0,No,0.44691294,Medium,0-12,1,49.3,49.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
6815-ABQFQ,0,No,0.049993277,Low,48-72,56,107.25,6033.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
7343-EOBEU,0,No,0.017643826,Low,0-12,3,23.6,89.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
3701-SFMUH,0,No,0.0008199344,Low,0-12,7,69.7,516.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1
6103-LIANB,0,No,0.2579265,Medium,48-72,59,99.5,5861.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
7319-VENRZ,0,No,0.0017995542,Low,0-12,7,64.3,445.95,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
5846-NEQVZ,0,No,0.007276305,Low,48-72,71,70.85,4973.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
6967-QIQRV,0,No,0.059329025,Low,12-24,15,101.9,1667.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
5781-RFZRP,1,Yes,0.1960771,Low,48-72,71,73.5,5357.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
0939-YAPAF,0,No,0.2598124,Medium,24-48,35,100.25,3527.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
0308-IVGOK,0,No,0.0042478046,Low,0-12,11,40.4,422.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
7293-LSCDV,1,Yes,0.92950493,Critical,48-72,60,19.25,1103.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
7025-WCBNE,0,No,0.04034795,Low,24-48,47,59.6,2754.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
5756-JYOJT,1,Yes,0.057275318,Low,0-12,11,64.9,697.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
4710-FDUIZ,0,No,0.008283756,Low,48-72,56,100.3,5614.45,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
6030-REHUX,0,No,0.024332194,Low,24-48,28,110.85,3204.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0
9548-LIGTA,1,Yes,0.46639648,Medium,48-72,61,81.05,4747.65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
5150-LJNSR,0,No,0.13490437,Low,24-48,31,98.05,3082.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
8270-RKSAP,0,No,0.56407803,High,0-12,9,70.5,597.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
6522-YRBXD,0,No,0.22880003,Low,24-48,35,94.55,3365.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0
2640-LYMOV,0,No,0.26532722,Medium,0-12,2,19.65,38.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
1218-VKFPE,0,No,0.12707564,Low,0-12,12,19.0,233.55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
3627-FHKBK,0,No,0.009441876,Low,0-12,1,75.3,75.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
2865-TCHJW,0,No,0.6528755,High,0-12,4,89.2,346.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
1423-BMPBQ,0,No,0.035982974,Low,0-12,1,19.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
2393-DIVAI,0,No,0.05869807,Low,0-12,3,20.0,61.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
5192-EBGOV,1,Yes,0.520672,High,0-12,1,85.7,85.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0
4568-KNYWR,0,No,0.14906795,Low,48-72,52,63.25,3342.45,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
8752-IMQOS,1,Yes,0.6993866,High,0-12,5,20.1,85.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
0742-LAFQK,0,No,0.528622,High,48-72,72,99.15,7422.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
0795-LAFGP,0,No,0.24799648,Low,48-72,71,90.4,6668.05,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
0619-OLYUR,0,No,0.036689803,Low,48-72,72,111.9,8071.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
5512-IDZEI,0,No,0.17132898,Low,24-48,46,24.9,1174.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1
0459-SPZHJ,1,Yes,0.9827969,Critical,48-72,63,83.5,5435.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
0215-BQKGS,0,No,0.015568935,Low,24-48,30,84.3,2438.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
9244-ZVAPM,1,Yes,0.774431,Critical,0-12,1,45.6,45.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0
0719-SYFRB,0,No,0.5539658,High,0-12,12,61.65,713.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0
8208-EUMTE,1,Yes,0.21152511,Low,12-24,16,54.85,916.15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
5172-MIGPM,1,Yes,0.86808103,Critical,0-12,4,65.55,237.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0
1710-RCXUS,0,No,0.747236,High,48-72,51,90.35,4614.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
